TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
1789,Ankhara,Sand,Desert,Desert Camo,Amber,Tan,Tan,Blue,Yellow,Single,,Plasma Blue,Full,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Bucket and spades,Equipped,Equipped,,,,Dead eye,,93.0,70.0,67.0,64.0,67.0,80.0,100.0,101.0,90.0,79.0,58.0,57.0,90.0,73.0,85.0,85.0,0.0,0.0,70.0,,Javelin,,,,Single,Orange,,,,Circus knives,Jetburst,,,
1790,Grandgrip,Police,Urban,Blue Camo,Dark Blue,Dark Blue,Black,,Blue,,,,,,,,,,,,,Artisan,,,,,,Healer,,64.0,59.0,85.0,63.0,51.0,51.0,100.0,59.0,55.0,45.0,50.0,85.0,35.0,42.0,85.0,85.0,0.0,0.0,56.0,Dual,,,,,,,,,,,,,,
1791,Brittny,Police,Urban,Carbon Grey,Carbon Grey,Carbon Grey,Blue Camo,,Blue,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Artisan,,,,,,Toughstuff,Equipped,82.0,72.0,85.0,93.0,40.0,61.0,100.0,73.0,68.0,54.0,49.0,82.0,38.0,52.0,85.0,85.0,0.0,0.0,62.0,Dual,,,,,,,,,,,,,,
1792,Zong,Civil,Workshop,Yellow,White,Yellow,White,,,,,,,,,,,,,,,Artisan,,,,,,Lore lover,,61.0,57.0,108.0,37.0,45.0,-1.0,100.0,50.0,44.0,39.0,31.0,57.0,35.0,40.0,90.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
1793,Constancy,Snow,Arctic,Glossy White,White,Glossy White,White,Blue,Orange,,,,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Dead eye,Equipped,,,,,Circus knives,Equipped,64.0,57.0,64.0,86.0,49.0,60.0,100.0,86.0,80.0,49.0,55.0,69.0,83.0,74.0,85.0,85.0,0.0,0.0,64.0,,Shadow born,,,,Single,,,Blue,,Toughstuff,,,,
1794,Mali,Logistics,Warehouse,Grey,Rust,Orange,Grey,Yellow,Yellow,,,,,,,,,,,,,Blind charge,,Equipped,,,,Healer,,79.0,50.0,90.0,30.0,45.0,3.0,100.0,25.0,42.0,55.0,39.0,58.0,43.0,35.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
1795,Spudnik,Jungle,Jungle,Army Camo,Army Camo,Glossy Black,Green,Blue,Blue,Dual,Plasma Orange,Plasma Orange,Full,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,81.0,75.0,61.0,81.0,60.0,83.0,100.0,84.0,100.0,61.0,62.0,62.0,65.0,77.0,85.0,85.0,0.0,0.0,68.0,,,Mesh Swamp Green,,,,,,,,,,,,
1796,Elihu,Logistics,Brutalist,Rust,Grey,Grey,,,Orange,,,,,,,,,,,,,Blind charge,,Equipped,,,,,,83.0,50.0,89.0,22.0,48.0,-10.0,100.0,22.0,39.0,54.0,30.0,35.0,43.0,35.0,85.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
1797,Tyshaun,Citizen,Alley,Grey,Black,Grey,Urban Camo,Orange,,Dual,Rusty,Rusty,,,,,,,,,,,,,,,,,,65.0,62.0,75.0,42.0,45.0,20.0,100.0,46.0,46.0,42.0,42.0,52.0,35.0,42.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
1798,Lysander,Sand,Desert,Glossy Black,Tan,Amber,Desert Camo,Green,Blue,Single,Plasma Yellow,,Single,,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Plasma burn,Equipped,,,,,Mortal faith,,73.0,67.0,66.0,65.0,59.0,73.0,100.0,77.0,74.0,58.0,54.0,54.0,65.0,78.0,80.0,85.0,0.0,0.0,63.0,,,Nylon Fabric Black Worn,,,Single,,,Blue,,,,,,
1799,Mannett,Logistics,Warehouse,Grey,Orange,Rust,Grey,,Orange,,,,,,,,,,,,,,,,,,,,,59.0,50.0,87.0,32.0,42.0,-1.0,100.0,26.0,42.0,36.0,34.0,44.0,35.0,35.0,85.0,85.0,0.0,0.0,44.0,Left,,,,,,,,,,,,,,
1800,Orbsoar,Citizen,Alley,Urban Camo,Urban Camo,Grey,Urban Camo,Orange,,Dual,Rusty,Rusty,,,,,,,,,,Artisan,,,,,,Bills kill,,65.0,62.0,90.0,63.0,53.0,31.0,100.0,71.0,64.0,50.0,49.0,85.0,37.0,42.0,85.0,85.0,0.0,0.0,57.0,Dual,Healer,,,,,,,,,,,,,
1801,Lenwood,Snow,Arctic,Snow Camo,Glossy White,Snow Camo,Glossy White,Orange,Yellow,,,,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Circus knives,Equipped,Equipped,,,,Shadow born,,87.0,66.0,64.0,67.0,63.0,72.0,100.0,71.0,70.0,62.0,63.0,63.0,87.0,62.0,85.0,85.0,0.0,0.0,65.0,,Starkware,,,,,,,,,,,,,
1802,Farnnso,Jungle,Jungle,Carbon Black,Carbon Black,Carbon Black,Carbon Black,Yellow,Orange,Dual,Plasma Blue,Plasma Blue,Full,Mesh Swamp Green,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,Equipped,,,,,Shadow born,,87.0,74.0,64.0,72.0,70.0,86.0,100.0,81.0,95.0,54.0,60.0,58.0,68.0,72.0,85.0,85.0,0.0,0.0,67.0,,,Mesh Swamp Green,,,,,,,,,,,,
1803,Kashonna,Sand,Desert,Glossy Black,Amber,Amber,Desert Camo,Green,Green,Single,Plasma Orange,,Single,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,,Circus knives,Equipped,,,,,Shadow born,,73.0,67.0,67.0,72.0,64.0,77.0,100.0,83.0,78.0,52.0,59.0,58.0,72.0,73.0,85.0,85.0,0.0,0.0,65.0,,,Nylon Fabric Black Worn,,,Single,,,Blue,,,,,,
1804,Sapoosk,Hunter,Cave,Red,Red,Glossy Black,Carbon Black,Red,Red,,,,Single,Mesh Black,,,,Single,,Black Tip Kunai,,Conceled,Equipped,,,,,Circus knives,,81.0,59.0,60.0,74.0,111.0,94.0,100.0,90.0,91.0,54.0,59.0,57.0,96.0,79.0,85.0,85.0,0.0,0.0,71.0,,Shadow born,Mesh Black,,,Dual,Red,,Blue,,,,,,
1805,Silly,Hunter,Cave,Red,Silver,Split Allocation,Glossy Black,Red,Red,,,,,,,,,,,,,Conceled,Equipped,,,,,,,91.0,67.0,60.0,69.0,78.0,83.0,100.0,76.0,71.0,47.0,64.0,63.0,73.0,63.0,85.0,85.0,0.0,5.0,66.0,,,,,,,,Equipped,,,,,,,
1806,Meggie,Construction,Crane Sunset,Grey,Grey,Amber,Rust,,,,,,,,,,,,,,,Healer,,Equipped,,,,Starkware,,80.0,61.0,93.0,28.0,51.0,-7.0,100.0,42.0,43.0,67.0,37.0,68.0,48.0,40.0,85.0,85.0,0.0,0.0,51.0,Left,Jetburst,,,,,,,,,,,,,
1807,Hellstar,Logistics,Warehouse,Orange,Grey,Grey,,,Orange,,,,,,,,,,,,,,,Equipped,,,,,,78.0,55.0,82.0,24.0,46.0,-5.0,100.0,28.0,44.0,44.0,31.0,35.0,43.0,35.0,85.0,85.0,0.0,0.0,45.0,,,,,,,,,,,,,,,
1808,Amigo,Police,Urban,Dark Blue,Black,Black,Blue Camo,Blue,,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Blessed one,,,,,,Plasma burn,Equipped,77.0,72.0,73.0,71.0,41.0,60.0,100.0,70.0,76.0,60.0,48.0,72.0,51.0,57.0,80.0,85.0,0.0,0.0,61.0,Dual,Mortal faith,,,,,,,,,,,,,
1809,Arcana,Citizen,Alley,Sunset Stripe,Grey,Urban Camo,Black,Orange,,,,,,,,,,,,,,Artisan,,,,,,Sunblock,,61.0,58.0,86.0,55.0,43.0,34.0,100.0,59.0,54.0,43.0,55.0,65.0,35.0,40.0,85.0,85.0,0.0,13.0,54.0,Right,,,,,,,,,,,,,,
1810,Robby,Construction,Construction Site,Amber,Amber,Amber,Rust,,,,,,,,,,,,,,,Healer,,Equipped,,,,Jetburst,,75.0,61.0,96.0,45.0,51.0,3.0,100.0,53.0,51.0,64.0,46.0,81.0,43.0,40.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
1811,Taleisha,Sand,Desert,Desert Camo,Desert Camo,Amber,Tan,Yellow,Orange,Single,,Plasma Yellow,Single,Nylon Fabric Black Worn,,,,,,,,Blind charge,Equipped,Equipped,,,,Plasma burn,,99.0,65.0,66.0,71.0,59.0,72.0,100.0,81.0,75.0,81.0,68.0,63.0,71.0,72.0,85.0,85.0,0.0,0.0,67.0,,Starkware,,,,Single,Orange,,,,,,,,
1812,Cassondra,Sand,Desert,Desert Camo,Tan,Amber,Desert Camo,Orange,Green,,,,Full,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Bucket and spades,,,,,,Circus knives,,72.0,60.0,68.0,65.0,72.0,76.0,100.0,66.0,63.0,47.0,57.0,57.0,61.0,67.0,85.0,85.0,0.0,0.0,61.0,,Shadow born,Nylon Fabric Black Worn,,,,,,,,,,,,
1813,Olsheski,Police,Urban,Carbon Grey,Blue Camo,Black,Dark Blue,,Blue,Single,,Shiny,,,,,,,,,,Healer,,,,,,,Equipped,68.0,61.0,66.0,65.0,46.0,51.0,100.0,57.0,57.0,49.0,55.0,88.0,34.0,44.0,85.0,85.0,0.0,0.0,56.0,Left,,,,,,,,,,,,,,
1814,Jayleen,Jungle,Jungle,Glossy Black,Army Camo,Army Camo,Glossy Black,Blue,Yellow,,,,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Starkware,,Equipped,,,,Jetburst,Equipped,86.0,64.0,62.0,75.0,56.0,72.0,100.0,77.0,78.0,83.0,64.0,73.0,60.0,67.0,85.0,85.0,0.0,0.0,66.0,,,,,,Single,,,Blue,,,,,,
1815,Mylan,Citizen,Alley,Urban Camo,Urban Camo,Grey,Carbon Grey,Orange,,Dual,Shiny,Rusty,,,,,,,,,,,,,,,,,,67.0,63.0,65.0,54.0,54.0,34.0,100.0,59.0,58.0,51.0,57.0,61.0,35.0,43.0,85.0,85.0,0.0,0.0,54.0,,,,,,,,,,,,,,,
1816,Avila,Police,Urban,Dark Blue,Black,Dark Blue,Carbon Grey,Blue,,,,,,,,,,,,,,Healer,,,,,,,Equipped,64.0,58.0,72.0,66.0,44.0,47.0,100.0,50.0,51.0,43.0,51.0,90.0,34.0,42.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
1817,Brenden,Police,Urban,Black,Carbon Grey,Black,Dark Blue,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,Herd immunity,,,,,,Bills kill,Equipped,77.0,73.0,77.0,72.0,43.0,50.0,100.0,68.0,66.0,50.0,48.0,80.0,34.0,49.0,85.0,85.0,0.0,0.0,59.0,Dual,,,,,,,,,,,,,,
1818,Lisabeth,Zen,Lake,Silver,Platinum,Silver,Glossy Black,Pink,White,,,,,,,,,,,,,Conceled,Equipped,,Single,Equipped,Equipped,Dead eye,,81.0,60.0,60.0,91.0,71.0,107.0,97.0,101.0,94.0,51.0,70.0,81.0,71.0,72.0,85.0,85.0,0.0,0.0,71.0,,Unseen,,,,Single,,,White,,Fools silver,,,,
1819,Shumin,Zen,Lake,Carbon Grey,Glossy Black,Silver,Glossy White,Red,White,,,,,,,,,Single,,EMP Kunai,,,Equipped,,Single,Equipped,,,,81.0,67.0,60.0,86.0,57.0,95.0,100.0,87.0,78.0,50.0,67.0,69.0,61.0,78.0,85.0,85.0,0.0,0.0,67.0,,,,Single,Equipped,,,,,,,,,,
1820,Sumski,Jungle,Jungle,Glossy Black,Carbon Black,Glossy Black,Army Camo,Green,Green,Dual,Plasma Orange,Plasma Orange,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,Equipped,,,,,Shadow born,,82.0,74.0,64.0,76.0,64.0,72.0,100.0,83.0,85.0,54.0,59.0,58.0,75.0,78.0,85.0,85.0,0.0,0.0,66.0,,,Mesh Swamp Green,,,,,,,,,,,,
1821,Trinika,Citizen,Alley,Grey,Black,Carbon Grey,Carbon Grey,,Orange,Single,,Shiny,,,,,,,,,,Healer,,,,,,,,66.0,61.0,78.0,50.0,45.0,28.0,100.0,47.0,48.0,42.0,45.0,76.0,35.0,42.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
1822,Tiffannie,Sand,Desert,Tan,Amber,Desert Camo,Desert Camo,Green,Green,,,,,,,,,Single,,Black Tip Kunai,,Circus knives,,,,,,Shadow born,,68.0,59.0,69.0,61.0,57.0,61.0,100.0,62.0,59.0,46.0,57.0,56.0,54.0,61.0,85.0,85.0,0.0,0.0,58.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
1823,Prem,Defender,Laboratory,Glossy White,Purple,Glossy White,Glossy Black,Blue,Purple,,,,,,,,,,,,,Conceled,,,,,Equipped,Mortal faith,,73.0,70.0,60.0,78.0,82.0,75.0,97.0,75.0,69.0,50.0,65.0,64.0,48.0,65.0,80.0,85.0,0.0,0.0,63.0,,Unseen,,,,,,,,,,,,,
1824,Quivilt,Construction,Crane Sunset,Grey,Amber,Amber,,Orange,,,,,,,,,,,,,,Healer,,Equipped,,,,,,79.0,61.0,93.0,35.0,47.0,-1.0,100.0,48.0,47.0,49.0,39.0,68.0,43.0,40.0,85.0,85.0,0.0,0.0,51.0,Right,,,,,,,,,,,,,,
1825,Sadun,Police,Urban,Blue Camo,Black,Black,,Blue,,,,,,,,,,,,,,Healer,,,,,,,Equipped,67.0,58.0,73.0,56.0,44.0,40.0,100.0,49.0,51.0,46.0,45.0,85.0,34.0,42.0,85.0,85.0,0.0,0.0,53.0,Dual,,,,,,,,,,,,,,
1826,Abdulrahman,Jungle,Jungle,Carbon Black,Army Camo,Green,Green,Blue,Green,Single,,Plasma Green,Single,,,,,Single,Black Tip Kunai,,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,76.0,66.0,63.0,74.0,56.0,78.0,100.0,80.0,90.0,56.0,60.0,59.0,62.0,72.0,85.0,85.0,0.0,0.0,65.0,,,Mesh Swamp Green,,,Single,Orange,,,,,,,,
1827,Sieroty,Construction,Crane Sunset,Rust,Rust,Grey,Amber,,Yellow,,,,,,,,,,,,,Brickie,,Equipped,,,,,,80.0,61.0,99.0,25.0,50.0,-7.0,100.0,36.0,38.0,48.0,33.0,48.0,43.0,40.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
1828,Keowski,Civil,Temple Ruins,Grey,Grey,Yellow,Black,,,,,,,,,,,,,,,Lore lover,,,,,,,,61.0,57.0,92.0,32.0,49.0,-3.0,100.0,44.0,42.0,39.0,35.0,50.0,35.0,40.0,90.0,85.0,0.0,0.0,47.0,,,,,,,,,,,,,,,
1829,Ament,Citizen,Alley,Grey,Urban Camo,Black,Carbon Grey,Orange,,Dual,Rusty,Rusty,,,,,,,,,,,,,,,,,,66.0,62.0,67.0,47.0,49.0,27.0,100.0,53.0,52.0,46.0,51.0,55.0,35.0,42.0,85.0,85.0,0.0,0.0,51.0,,,,,,,,,,,,,,,
1830,Buster,Police,Urban,Dark Blue,Black,Dark Blue,Black,Blue,,Dual,Shiny,Plasma Blue,,,,,,,,,,Healer,,,,,,,,74.0,69.0,67.0,61.0,50.0,51.0,100.0,60.0,60.0,48.0,50.0,74.0,37.0,49.0,85.0,85.0,0.0,0.0,57.0,Right,,,,,,,,,,,,,,
1831,Ranson,Sand,Desert,Amber,Amber,Tan,Amber,Green,Orange,Dual,Plasma Blue,Plasma Blue,Single,,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Dead eye,Equipped,,,,,Plasma burn,Equipped,79.0,70.0,71.0,80.0,51.0,68.0,100.0,95.0,80.0,57.0,56.0,63.0,74.0,83.0,85.0,85.0,0.0,0.0,67.0,,,,,,,,,,,,,,,
1832,Fallen,Snow,Arctic,Snow Camo,Glossy White,White,White,Green,Blue,Dual,Plasma Yellow,Plasma Yellow,Full,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Circus knives,,Equipped,,,,Toughstuff,Equipped,95.0,79.0,63.0,98.0,50.0,75.0,100.0,81.0,80.0,67.0,59.0,73.0,80.0,77.0,85.0,85.0,0.0,0.0,69.0,,,,,,,,,,,,,,,
1833,Genevieve,Sand,Desert,Amber,Amber,Amber,Tan,Orange,Orange,Single,,Plasma Yellow,Full,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Starkware,,Equipped,,,,Jetburst,,94.0,71.0,70.0,68.0,57.0,76.0,100.0,81.0,71.0,81.0,59.0,57.0,63.0,72.0,85.0,85.0,0.0,0.0,66.0,,,,,,Single,Blue,,,,,,,,
1834,Edmund,Construction,Construction Site,Amber,Amber,Grey,,Orange,,,,,,,,,,,,,,,,,,,,,,64.0,56.0,93.0,38.0,42.0,1.0,100.0,50.0,47.0,42.0,41.0,54.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
1835,Clarinda,Police,Urban,Dark Blue,Carbon Grey,Dark Blue,Dark Blue,,Blue,Dual,Plasma Blue,Shiny,,,,,,,,,,,,,,,,,Equipped,75.0,68.0,60.0,71.0,45.0,56.0,100.0,66.0,64.0,51.0,56.0,67.0,36.0,49.0,85.0,85.0,0.0,0.0,57.0,,,,,,,,,,,,,,,
1836,Brit,Civil,Temple Ruins,Grey,Black,White,Yellow,Yellow,Yellow,Single,,Rusty,,,,,,,,,,Blind charge,,,,,,,,68.0,54.0,104.0,39.0,41.0,6.0,100.0,42.0,45.0,52.0,40.0,57.0,35.0,41.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
1837,Kenny,Citizen,Alley,Urban Camo,Carbon Grey,Urban Camo,Grey,Orange,,Single,,Rusty,,,,,,,,,,,,,,,,,,65.0,60.0,69.0,58.0,52.0,36.0,100.0,58.0,57.0,49.0,58.0,67.0,35.0,41.0,85.0,85.0,0.0,0.0,54.0,Left,,,,,,,,,,,,,,
1838,Kroupa,Logistics,Warehouse,Rust,Rust,Rust,Rust,,Yellow,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,83.0,21.0,51.0,-8.0,100.0,21.0,37.0,44.0,28.0,32.0,43.0,35.0,85.0,85.0,0.0,0.0,44.0,,,,,,,,,,,,,,,
1839,Janavas,Defender,Laboratory,Glossy White,Glossy Black,Glossy Black,Glossy White,White,Blue,,,,,,,,,,,,,Mortal faith,,,Single,,Equipped,,,65.0,71.0,60.0,76.0,53.0,81.0,100.0,81.0,83.0,51.0,65.0,63.0,54.0,71.0,80.0,85.0,0.0,0.0,63.0,,,,,,Single,Blue,,,Equipped,,,,,
1840,Marilao,Defender,Laboratory,Glossy Black,Silver,Silver,Silver,Purple,Pink,,,,,,,,,,,,,Shield charmer,,,Single,Equipped,Equipped,Javelin,,65.0,68.0,60.0,83.0,40.0,89.0,105.0,93.0,85.0,44.0,69.0,67.0,59.0,71.0,90.0,85.0,0.0,0.0,65.0,,,,,,Single,,,Pink,,,,,,
1841,Bridney,Logistics,Brutalist,Rust,Space Sparkle,Rust,Rust,Yellow,Yellow,,,,,,,,,,,,,Trust in rust,,,,,,,,59.0,50.0,88.0,33.0,34.0,10.0,100.0,33.0,46.0,37.0,38.0,50.0,35.0,35.0,90.0,85.0,0.0,7.0,46.0,Left,,,,,,,,,,,,,,
1842,Lionel,Snow,Arctic,White,Glossy White,Snow Camo,White,Orange,Blue,Single,,Plasma Blue,,,,,,Single,Black Tip Kunai,,,Assassin,Equipped,,,,,Shadow born,,81.0,67.0,64.0,64.0,61.0,66.0,100.0,72.0,72.0,50.0,56.0,56.0,68.0,67.0,85.0,85.0,0.0,0.0,62.0,,,Mesh Maroon,,,,,,,,,,,,
1843,Duross,Construction,Construction Site,Grey,Rust,Rust,,Yellow,,,,,,,,,,,,,,Artisan,,Equipped,,,,Herd immunity,,81.0,66.0,117.0,24.0,49.0,-11.0,100.0,40.0,38.0,48.0,23.0,72.0,39.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,Healer,,,,,,,,,,,,,
1844,Kourtney,Construction,Crane Sunset,Rust,Amber,Amber,Rust,Yellow,Orange,,,,,,,,,,,,,Starkware,,Equipped,,,,,,80.0,61.0,100.0,41.0,46.0,7.0,100.0,46.0,46.0,55.0,42.0,61.0,48.0,40.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
1845,Shalonda,Construction,Crane Sunset,Grey,Grey,Rust,Rust,Orange,Yellow,,,,,,,,,,,,,Brickie,,,,,,,,65.0,56.0,107.0,30.0,41.0,-1.0,100.0,36.0,38.0,41.0,34.0,54.0,35.0,40.0,85.0,85.0,0.0,0.0,47.0,Dual,,,,,,,,,,,,,,
1846,Hina,Jungle,Jungle,Carbon Black,Carbon Black,Army Camo,Green,Green,Blue,,,,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Amazonian,,,,,,Javelin,,75.0,58.0,63.0,70.0,64.0,85.0,100.0,92.0,96.0,55.0,60.0,58.0,71.0,73.0,85.0,85.0,0.0,0.0,66.0,,Circus knives,Mesh Swamp Green,,,Dual,Blue,,Green,,Shadow born,,,,
1847,Mehmet,Jungle,Jungle,Green,Army Camo,Army Camo,Army Camo,Yellow,Green,,,,,,,,,,,,,Javelin,Equipped,Equipped,,,,Jetburst,,81.0,61.0,64.0,67.0,53.0,70.0,100.0,93.0,82.0,80.0,64.0,63.0,70.0,68.0,85.0,85.0,0.0,0.0,66.0,,,,,,Dual,Green,,Green,,,,,,
1848,Brando,Logistics,Warehouse,Orange,Rust,Rust,Rust,,,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,84.0,29.0,52.0,-8.0,100.0,25.0,42.0,43.0,31.0,42.0,43.0,35.0,85.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
1849,Cluff,Jungle,Jungle,Glossy Black,Army Camo,Glossy Black,Green,Yellow,Blue,Dual,Plasma Orange,Plasma Orange,Full,Mesh Swamp Green,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,81.0,77.0,63.0,78.0,62.0,81.0,100.0,82.0,98.0,57.0,59.0,59.0,65.0,77.0,85.0,85.0,0.0,0.0,67.0,,,Mesh Swamp Green,,,,,,,,,,,,
1850,Dennys,Logistics,Warehouse,Silver Stripe,Orange,Orange,,Yellow,Yellow,,,,,,,,,,,,,Silver lining,,,,,,,,63.0,50.0,84.0,40.0,30.0,12.0,100.0,39.0,55.0,37.0,48.0,57.0,38.0,35.0,85.0,85.0,0.0,13.0,48.0,Left,,,,,,,,,,,,,,
1851,Sharicka,Logistics,Warehouse,Grey,Rust,Goldfish,Orange,,,,,,,,,,,,,,,,,Equipped,,,,,,74.0,55.0,86.0,34.0,46.0,-5.0,100.0,28.0,45.0,43.0,34.0,45.0,43.0,35.0,85.0,85.0,0.0,2.0,46.0,Left,,,,,,,,,,,,,,
1852,Kylie,Citizen,Alley,Urban Camo,Black,Grey,,,Orange,,,,,,,,,,,,,Artisan,,,,,,Healer,,65.0,58.0,92.0,45.0,47.0,23.0,100.0,52.0,48.0,44.0,38.0,74.0,35.0,40.0,85.0,85.0,0.0,0.0,52.0,Dual,,,,,,,,,,,,,,
1853,Dilts,Civil,Workshop,Grey,Yellow,White,,,,Single,,Rusty,,,,,,,,,,Bills kill,,,,,,Healer,,67.0,59.0,92.0,37.0,46.0,-8.0,100.0,53.0,52.0,40.0,30.0,63.0,37.0,41.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
1854,Bill,Sand,Desert,Amber,Tan,Amber,Amber,Green,Green,,,,Full,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Circus knives,Equipped,,,,,,,67.0,60.0,71.0,56.0,64.0,68.0,100.0,64.0,59.0,43.0,53.0,52.0,62.0,62.0,85.0,85.0,0.0,0.0,58.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
1855,GM,Police,Urban,Blue Camo,Blue Camo,Carbon Grey,Dark Blue,,Blue,Single,,Shiny,,,,,,,,,,Bills kill,,,,,,,,68.0,62.0,65.0,66.0,49.0,54.0,100.0,69.0,67.0,50.0,58.0,68.0,37.0,44.0,85.0,85.0,0.0,0.0,57.0,Left,,,,,,,,,,,,,,
1856,Lusia,Snow,Arctic,Glossy White,White,Snow Camo,Glossy White,Blue,Yellow,Single,,Plasma Blue,Full,Mesh Maroon,,,,Single,Black Tip Kunai,,Mesh Maroon,Javelin,,,,,,Circus knives,,74.0,69.0,64.0,69.0,51.0,81.0,100.0,87.0,81.0,54.0,57.0,57.0,82.0,72.0,85.0,85.0,0.0,0.0,65.0,,Shadow born,Mesh Maroon,,,Single,Blue,,,,,,,,
1857,Nydia,Construction,Crane Sunset,Amber,Rust,Rust,Amber,Orange,Orange,,,,,,,,,,,,,Mortal faith,,Equipped,,,,,,75.0,61.0,95.0,32.0,47.0,3.0,100.0,42.0,47.0,57.0,39.0,52.0,43.0,40.0,80.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
1858,Latarra,Sand,Desert,Tan,Amber,Desert Camo,Desert Camo,Green,Orange,,,,Single,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Dead eye,Equipped,,,,,Circus knives,,65.0,57.0,69.0,67.0,63.0,69.0,100.0,86.0,78.0,51.0,57.0,56.0,84.0,74.0,85.0,85.0,0.0,0.0,64.0,,Shadow born,Nylon Fabric Black Worn,,,Single,,,Yellow,,,,,,
1859,Skeeter,Sand,Desert,Amber,Amber,Fire,Amber,Green,Blue,Single,,Plasma Orange,Full,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,Nylon Fabric Black Worn,Plasma burn,,,,,,Mortal faith,,74.0,67.0,67.0,76.0,59.0,82.0,100.0,80.0,79.0,57.0,62.0,60.0,70.0,77.0,80.0,85.0,0.0,7.0,66.0,,Circus knives,Nylon Fabric Black Worn,,,,,,,,Shadow born,,,,
1860,Gerilyn,Jungle,Jungle,Carbon Black,Glossy Black,Carbon Black,Green,Green,Yellow,,,,Single,,,,,Single,,Black Tip Kunai,Mesh Swamp Green,Circus knives,,,,,,Shadow born,,70.0,61.0,65.0,64.0,63.0,73.0,100.0,71.0,81.0,47.0,57.0,56.0,60.0,67.0,85.0,85.0,0.0,0.0,61.0,,,Mesh Swamp Green,,,Single,,,Orange,,,,,,
